,fieldStation,easting,northing,notes,strike,dip,assocRake,featureType,foliationType,sampleme,sampleOrientationNote,imageID,imageID2,imageID3,imageID4,imageID5,imageID6,imageID7,imageID8,imageID9,imageID10
903,Ame18fieldstation-594,119.943817,-21.355147,Axial_plar_crenulation_cleavage_in_chlorite_schist.,320,72,70,foliation,schistosity,,,15308389119176.jpg,15308388930649.jpg,,,,,,,,
736,Ame18fieldstation-464,119.940001,-21.356143,,320,85,76,bedding,,,,,,,,,,,,,
1439,AME 18 fieldstation-575,119.94113,-21.357103,Metabasalt_schist,320,87,76,bedding,,,,,,,,,,,,,
1851,AME18FieldStation-439,119.939453,-21.356373,,320,86,83,bedding,,,,,,,,,,,,,
1341,AME 18 fieldstation-497,119.955767,-21.368212,,320,68,112,bedding,,,,15304938305482.jpg,,,,,,,,,
1857,AME18FieldStation-445,119.939696,-21.356525,,321,85,74,bedding,,,,,,,,,,,,,
1250,AME 18 fieldstation-404,119.941392,-21.35678,Hinge,321,73,81,bedding,,,,,,,,,,,,,
718,Ame18fieldstation-450,119.939444,-21.356353,,322,82,80,bedding,,,,,,,,,,,,,
350,Ame18fieldstation-201,119.85511698333,-21.30997405,Marble_bar_chert_member_?_More_than30_m_thick.,322,66,89,bedding,,Ame18-103,322 66,15278336051810.jpg,15278333621575.jpg,,,,,,,,
720,Ame18fieldstation-452,119.939492,-21.356433,,323,79,78,bedding,,,,,,,,,,,,,
745,Ame18fieldstation-471,119.937034,-21.354381,,323,86,80,bedding,,,,15302398647722.jpg,15302398346585.jpg,,,,,,,,
722,Ame18fieldstation-454,119.939625,-21.356441,Not_Stripey_chert._Lamited_cherts_with_bedding_parallel_fractures_every_2xq10_cm,324,84,81,bedding,,,,,,,,,,,,,
1396,AME 18 fieldstation-538,119.953459,-21.366404,"Gradual_hinge_of_open_fold_portion,_hinge_oriented_to_the_Southwest",324,76,90,bedding,,,,,,,,,,,,,
909,Ame18fieldstation-598,119.941125,-21.357151,Very_plar_schist.,325,88,70,foliation,schistosity,,,,,,,,,,,,
1972,AME18FieldStation-544,119.962002,-21.362606,,325,87,79,foliation,schistosity,,,,,,,,,,,,
815,Ame18fieldstation-521,119.956306,-21.367227,,325,81,84,bedding,,,,15305117377751.jpg,,,,,,,,,
1391,AME 18 fieldstation-533,119.951596,-21.364768,,325,80,85,bedding,,,,,,,,,,,,,
1871,AME18FieldStation-459,119.937124,-21.35457,With_chlorite_schist,325,87,94,bedding,,,,,,,,,,,,,
1379,AME 18 fieldstation-523,119.954219,-21.36462,"Southern_limb_of_hinge,_same_leg_as_previous_spot",325,89,106,bedding,,,,,,,,,,,,,
1294,AME 18 fieldstation-445,119.939472,-21.356426,,328,88,84,bedding,,,,,,,,,,,,,
1802,AME18FieldStation-399,119.94148,-21.356789,Hinge,329,89,85,bedding,,,,,,,,,,,,,
1374,AME 18 fieldstation-518,119.954112,-21.364941,Chert_unit_on_underside_of_ridge,329,80,97,bedding,,,,,,,,,,,,,
809,Ame18fieldstation-517,119.956884,-21.368122,Crenulations_with_shallowly_plunging_bands_of_finer_crenulations.,330,83,70,bedding,,Ame18-227,H n,15305090573998.jpg,,,,,,,,,
1287,AME 18 fieldstation-439,280.5,572.6875,,330,89,74,bedding,,,,,,,,,,,,,
1842,AME18FieldStation-430,525.789063,173.523437,,330,89,74,bedding,,,,,,,,,,,,,
802,Ame18fieldstation-513,119.956058,-21.368483,Another_fold_in_the_same_chert_unit.,330,71,92,bedding,,,,,,,,,,,,,
27,15258443869227,119.93816983333,-21.3536248,,332,89,94,foliation,cleavage,,,,,,,,,,,,
1378,AME 18 fieldstation-522,119.954159,-21.364688,Leg_of_hinge,332,84,102,bedding,,,,,,,,,,,,,
1395,AME 18 fieldstation-537,119.953319,-21.366188,,334,88,91,bedding,,,,,,,,,,,,,
1849,AME18FieldStation-437,119.939422,-21.356209,,336,83,168,bedding,,,,,,,,,,,,,
1960,AME18FieldStation-533,119.95314,-21.36607,,337,80,103,bedding,,,,,,,,,,,,,
1873,AME18FieldStation-461,119.937162,-21.354582,With_chlorite_schist,340,87,101,bedding,,,,,,,,,,,,,
1872,AME18FieldStation-460,119.937136,-21.354574,With_chlorite_schist,341,88,95,bedding,,,,,,,,,,,,,
822,Ame18fieldstation-528,119.95413876458,-21.365005538512,Army_green_chert_bed.,341,84,101,bedding,,,,,,,,,,,,,
823,Ame18fieldstation-529,119.954041,-21.364809,Army_green_chert,342,86,90,bedding,,,,,,,,,,,,,
1800,AME18FieldStation-397,119.941378,-21.356677,Hinge_2,343,80,70,bedding,,,,,,,,,,,,,
1870,AME18FieldStation-458,119.93848,-21.355347,Short_leg_of_fold_in_Stripey_unit,344,88,63,bedding,,,,,,,,,,,,,
846,Ame18fieldstation-550,119.95342,-21.366419,Short_limb_of_50_m_scale_dextral_fold.,344,83,84,bedding,,,,,,,,,,,,,
1799,AME18FieldStation-396,119.94141,-21.35674,Hinge1,345,88,80,bedding,,,,15300668895146.jpg,,,,,,,,,
767,Ame18fieldstation-485,119.93696093559,-21.355849760877,,346,89,83,bedding,,,,,,,,,,,,,
1291,AME 18 fieldstation-443,119.939409,-21.356298,,347,88,85,bedding,,,,,,,,,,,,,
1315,AME 18 fieldstation-465,119.937485,-21.355026,"Won’t_allow_editing_of_tag,_the_interbedded_chert_is_a_5-10m_thick_bed_that_has_more_chert_on_the_inside_and_the_schist_more_concentrated_on_the_outside",348,76,93,bedding,,,,,,,,,,,,,
763,Ame18fieldstation-483,119.936945,-21.355447,Cherts_schists,349,84,86,bedding,,,,15302487447124.jpg,,,,,,,,,
750,Ame18fieldstation-474,119.937527,-21.355097,"This_bed_is_in_stratigraphiccontinuity_with_the_previous_measurements,_lower_in_the_section",350,82,84,bedding,,,,,,,,,,,,,
673,Ame18fieldstation-405,119.94155,-21.356737,Hinge,352,90,79,bedding,,,,,,,,,,,,,
1856,AME18FieldStation-444,119.939632,-21.356469,,356,89,76,bedding,,,,,,,,,,,,,
1964,AME18FieldStation-536,119.953302,-21.366783,,356,69,98,bedding,,,,,,,,,,,,,
1394,AME 18 fieldstation-536,119.953043,-21.365834,,356,84,101,bedding,,,,,,,,,,,,,
